name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Gap angle,cos(gap angle),UAV Speed,UAV Payload,Final UAV Speed
"Birmingham, England, United Kingdom",6/4/2022,15.5,15.5,9.5,67.43,0,0,,0,0,34.4,23.7,69,1022,64.1,16.4,195,0.7,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",1,0.7336545585,25.12117389,1.433651942,49.00720442
"Birmingham, England, United Kingdom",6/4/2022,15,15,9.3,68.87,0,0,,0,0,37,24,65,1021.8,47.9,16.6,292,1.1,3,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",256,-0.929940892,22.47025029,7.132278388,-10.10370879
"Birmingham, England, United Kingdom",6/4/2022,14.9,14.9,8.8,66.85,0,0,,0,0,36.1,24,56,1021.2,38.9,16.6,153,0.6,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",215,-0.9179953104,20.97870821,1.588605964,-10.123702
"Birmingham, England, United Kingdom",6/4/2022,14.5,14.5,8.9,69.08,0,0,,0,0,31.8,21.7,60,1021,39.6,16.5,237,0.9,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",142,0.7489754001,21.82923914,12.70478524,42.59239513
"Birmingham, England, United Kingdom",6/4/2022,13.4,13.4,8.8,73.3,0,0,,0,0,29.5,22.8,60,1021,29.3,15.4,109,0.4,1,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",213,-0.4656539457,21.66352154,2.055414369,7.082012479
"Birmingham, England, United Kingdom",6/4/2022,12.1,12.1,8.2,77.46,0,0,,0,0,31.2,20.4,55,1021.2,70.3,15.4,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",70,-0.4453307317,25.4930986,3.798005951,12.05305627
"Birmingham, England, United Kingdom",6/4/2022,11.4,11.4,7.8,78.46,0,0,,0,0,40.5,17.8,58,1021.9,64.3,15.3,9,0,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",200,0.195432709,24.14197246,11.70351596,27.85036135
"Birmingham, England, United Kingdom",6/4/2022,11,11,8.2,83.26,0,0,,0,0,25.6,16.5,49,1021,78.4,15.1,0,,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",201,0.8097995585,20.49789885,9.492436662,38.09760559
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,8.3,84.12,0.24,100,rain,0,0,23.3,16.8,55,1020.3,92.1,14.2,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",226,0.6976041922,26.61081065,11.64621759,40.60435499
"Birmingham, England, United Kingdom",6/5/2022,10.1,10.1,8.7,90.59,0,0,rain,0,0,25.5,15.7,47,1020.1,100,14.2,0,,0,10,Overcast,cloudy,"03529099999,EGBB,03647099999,03535099999,03534099999,03544099999",161,0.6181017745,20.10780459,14.51787182,32.07422768
"Birmingham, England, United Kingdom",6/5/2022,9.9,8,8.7,92.2,0.48,100,rain,0,0,21.5,13.7,45,1019.3,100,8.8,0,,0,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,03544099999",182,-0.632628257,26.69922403,1.424826317,14.14697723
"Birmingham, England, United Kingdom",6/5/2022,9.9,8.7,9.2,95.71,2.89,100,rain,0,0,14.3,8.7,36,1020,100,5.6,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",42,0.9993069282,25.84460752,12.28048377,36.23816311
"Birmingham, England, United Kingdom",6/5/2022,9,7.1,8.9,99.61,0.8,100,rain,0,0,38.2,12.3,7,1019,94.8,3.1,0,,0,10,"Rain, Overcast",rain,"EGBB,03418599999,EGOS,03534099999,EGNX",19,-0.05792383996,25.46602352,4.196102275,23.45038081
"Birmingham, England, United Kingdom",6/5/2022,9,6.6,8.9,99.32,4.52,100,rain,0,0,21.4,16.1,26,1018.9,99.6,3.6,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",51,0.9196580989,25.74602321,1.268062869,45.58964737
"Birmingham, England, United Kingdom",6/5/2022,9,6.3,8.9,99.46,5.58,100,rain,0,0,26.9,18.2,29,1018,96.2,3.6,5,0,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",210,0.9827211931,20.74252505,10.4955722,44.2349342
"Birmingham, England, United Kingdom",6/5/2022,9,6.9,8.9,99.17,7.18,100,rain,0,0,20.5,13.6,32,1018.1,100,7.3,14,0.1,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",158,0.2318039625,26.09641772,3.160260955,29.96792956
"Birmingham, England, United Kingdom",6/5/2022,9.1,7.2,9,99.37,0.47,100,rain,0,0,16.1,11.9,38,1018.1,100,6.1,53,0.2,1,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",302,0.8435574232,29.18639613,4.11590657,42.05009865
"Birmingham, England, United Kingdom",6/5/2022,9.5,7.9,9.5,99.45,0.79,100,rain,0,0,16.5,11.3,43,1018.1,100,6.8,40,0.1,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",48,-0.263792233,20.06217254,7.108205905,14.96846845
"Birmingham, England, United Kingdom",6/5/2022,10,7.9,9.8,98.95,1.75,100,rain,0,0,20,14.7,35,1018,100,8,83,0.3,1,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",40,0.0393295832,28.88475828,10.1400836,27.72029884
"Birmingham, England, United Kingdom",6/5/2022,10.5,10.5,10.3,98.74,0.76,100,rain,0,0,23.6,13.9,43,1017.2,96,12.8,193,0.7,2,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",150,0.5143273058,27.28908857,13.56095074,35.21203348
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,10.6,97.89,0,0,,0,0,21.8,11.7,44,1017.3,96.2,10.2,88,0.3,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",262,0.5698002381,20.47815647,13.57359795,28.60834002
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,10.6,97.74,0,0,rain,0,0,19.6,11.6,41,1017.2,100,10.4,120,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",242,0.1587905577,23.78614325,14.0672014,24.22840584
"Birmingham, England, United Kingdom",6/5/2022,11.1,11.1,10.7,97.26,0.02,100,rain,0,0,19,13.5,28,1017,100,18.6,107,0.4,1,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",51,0.9196580989,21.10378037,7.870463391,37.07731274
"Birmingham, England, United Kingdom",6/5/2022,11.1,11.1,10.7,97.47,0.01,100,rain,0,0,18.5,13.7,39,1016.9,100,8.2,185,0.7,2,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,AU757,03544099999",314,-0.5179359951,22.31488133,5.078794843,11.90524406
"Birmingham, England, United Kingdom",6/5/2022,11,11,10.7,98.14,0,0,rain,0,0,16.5,13.3,23,1017,100,8.9,130,0.5,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",68,0.8586755662,20.54106341,1.408129399,35.55154033
"Birmingham, England, United Kingdom",6/5/2022,11,11,10.7,98.16,0,0,rain,0,0,18.9,12.2,32,1016.9,100,6,109,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",138,-0.8412872586,24.29431738,0.1335506624,9.763565023
"Birmingham, England, United Kingdom",6/5/2022,11.1,11.1,10.8,98.25,0,0,rain,0,0,17.4,12.2,33,1016,96,12.5,111,0.4,1,10,Overcast,cloudy,"03529099999,EGBB,03647099999,03535099999,03534099999,AU757,03544099999",217,0.3252042942,25.88113507,5.772370734,30.36350211
"Birmingham, England, United Kingdom",6/5/2022,11.1,11.1,10.7,97.61,0,0,,0,0,11.1,10.8,32,1016.1,92.2,10.6,26,0.1,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",339,-0.3641072875,24.96627923,7.652305193,18.68114427
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,10.7,98.34,0.02,100,rain,0,0,10.9,6.9,27,1016.1,92.2,8.3,9,0,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",240,-0.9722720382,29.96056122,9.122377287,18.60018406
"Birmingham, England, United Kingdom",6/5/2022,10.9,10.9,10.7,98.42,0.05,100,rain,0,0,10.8,8,10,1016,96,7.5,6,0,0,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,AU757,03544099999",211,0.8467520985,22.57571394,11.99797659,29.98568961
"Birmingham, England, United Kingdom",6/5/2022,10.2,10.2,10,98.42,0.11,100,rain,0,0,6.1,5.9,6,1016,93.8,2.6,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03647099999,03535099999,03544099999",14,-0.5107094864,29.35755275,13.64813016,22.84139707
"Birmingham, England, United Kingdom",6/5/2022,10.1,10.1,9.9,99.25,0.15,100,rain,0,0,10,8.3,10,1015.3,92.2,4.6,0,,0,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,03544099999",293,0.5337702834,28.71593217,7.5100714,33.1336775
"Birmingham, England, United Kingdom",6/6/2022,10.1,10.1,9.9,99.26,0,0,,0,0,5.6,4.9,359,1015.2,92.2,6.3,0,,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",127,0.8048269734,21.63481676,0.8580849965,26.65809125
"Birmingham, England, United Kingdom",6/6/2022,10,10,9.9,99.53,0,0,rain,0,0,10.4,8.6,6,1015.1,92.2,6.5,0,,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",214,-0.9429841606,23.16266142,14.83968435,10.14299031
"Birmingham, England, United Kingdom",6/6/2022,10,10,9.9,99.33,0.03,100,rain,0,0,10.2,8.1,360,1014.3,90.1,5.6,0,,0,10,"Rain, Overcast",rain,"03529099999,EGBB,03647099999,03535099999,03534099999,03544099999",165,-0.7307850508,24.94816714,3.468429192,16.46170126
"Birmingham, England, United Kingdom",6/6/2022,10,10,9.9,99.53,0,0,rain,0,0,8.9,6.6,348,1014.2,92.2,7,0,,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",328,0.9999644971,20.64694868,7.508206821,28.58946958
"Birmingham, England, United Kingdom",6/6/2022,9.9,9.2,9.9,99.62,0.02,100,rain,0,0,7.4,6.8,329,1014,92.2,9.7,0,,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",342,-0.5034467144,29.37586222,11.75085172,22.65643157
"Birmingham, England, United Kingdom",6/6/2022,10,9.1,9.9,99.08,0,0,rain,0,0,7.7,7.6,307,1014,92.2,9.2,0,,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",75,0.8701515115,25.55046905,14.93492309,31.40861563
"Birmingham, England, United Kingdom",6/6/2022,9.9,9.2,9.9,99.45,0,0,rain,0,0,10.9,7,313,1014.1,100,4.4,9,0,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",304,0.5999957942,21.14358761,5.250861625,26.34959115
"Birmingham, England, United Kingdom",6/6/2022,10,8.9,9.9,99.61,0,0,rain,0,0,12.3,8.7,324,1014.1,100,4.8,21,0.1,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",46,-0.9819326325,20.68398473,10.00864546,7.536258798
"Birmingham, England, United Kingdom",6/6/2022,10.1,10.1,10,99.32,0,0,rain,0,0,13.9,11.7,333,1014.3,100,8.1,54,0.2,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",45,-0.591812726,23.13851707,12.6520759,12.06622972
"Birmingham, England, United Kingdom",6/6/2022,10.1,10.1,9.9,98.51,0,0,rain,0,0,14.1,10.2,344,1014.9,99.9,14.9,105,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",171,-0.4982736626,28.64815363,0.197557979,21.65216712
"Birmingham, England, United Kingdom",6/6/2022,11,11,10.3,95.43,0.01,100,rain,0,0,12.7,10.2,6,1015,96,14.3,134,0.5,1,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",314,-0.5179359951,27.06866304,1.744311393,19.71465989
"Birmingham, England, United Kingdom",6/6/2022,12,12,9.9,87.25,0,0,,0,0,11.3,6.6,5,1015,92.2,15.6,171,0.6,2,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",125,0.6533380441,25.07441201,7.327432101,30.13276945
"Birmingham, England, United Kingdom",6/6/2022,12.1,12.1,9.8,86.06,0,0,,0,0,10.2,6.1,4,1015.1,92.2,17.5,197,0.7,2,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",358,-0.9087027755,20.70771501,13.88737736,10.77267724
"Birmingham, England, United Kingdom",6/6/2022,13.2,13.2,9.8,79.97,0,0,,0,0,8.2,4.2,325,1015.1,92.2,18.8,373,1.3,4,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",66,0.5767046969,26.88234876,12.93616546,28.24879119
"Birmingham, England, United Kingdom",6/6/2022,13.9,13.9,9.9,76.95,0,0,,0,0,8.9,3.9,356,1015.1,92.1,15.3,332,1.2,3,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",241,-0.5544036162,23.77898012,10.15267115,18.6898997
"Birmingham, England, United Kingdom",6/6/2022,14,14,9.9,76.21,0,0,,0,0,9.1,5.9,297,1015,92.1,16.4,330,1.2,3,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",270,0.791068713,20.93017155,12.00383364,25.84460144
"Birmingham, England, United Kingdom",6/6/2022,14.1,14.1,10.4,78.41,0,0,,0,0,6.3,6,277,1014.9,92.1,15.2,116,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",196,-0.3427515499,26.11432021,1.497389397,23.22057578
"Birmingham, England, United Kingdom",6/6/2022,14.4,14.4,10.8,78.65,0,0,,0,0,8.2,6.1,297,1014.8,92.1,14.2,197,0.7,2,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",105,-0.9956709278,27.71911042,8.130724579,17.96307086
"Birmingham, England, United Kingdom",6/6/2022,14.9,14.9,10.8,76.35,0,0,,0,0,5.8,5.2,10,1014.2,92.1,15.1,207,0.7,2,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",250,-0.1462988001,24.24583915,13.57962251,21.06352986
"Birmingham, England, United Kingdom",6/6/2022,14.5,14.5,10.8,78.23,0,0,,0,0,7.3,5.5,26,1014.2,92.2,15.1,77,0.3,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",305,-0.1034305886,25.56475062,3.706520177,24.16257598
"Birmingham, England, United Kingdom",6/6/2022,13.6,13.6,12,90.28,0,0,,0,0,6,5.7,46,1014.2,99.9,12.2,32,0.1,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",296,0.3308503522,27.05146144,11.27693434,27.4336174
"Birmingham, England, United Kingdom",6/6/2022,13.1,13.1,12.5,95.81,0,0,,0,0,4.1,3.1,234,1014.2,100,12.4,5,0,0,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",208,-0.1093734253,25.5734039,14.39427877,22.66054299
"Birmingham, England, United Kingdom",6/6/2022,12.6,12.6,12.1,96.94,0,0,,0,0,6.5,2.4,162,1014.8,92.1,6.6,223,0.8,0,10,Overcast,cloudy,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",184,0.7237914356,26.51365679,12.91820828,27.22351214
"Birmingham, England, United Kingdom",6/6/2022,12.6,12.6,12.3,97.94,0,0,,0,0,5.2,3.5,214,1014.2,92.1,8.2,223,0.8,0,10,Overcast,cloudy,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",131,-0.8859458895,20.34604417,11.50225483,14.45500843
"Birmingham, England, United Kingdom",6/7/2022,12.1,12.1,11.8,98.15,0,0,,0,0,5.7,4.3,302,1014,64.3,8.5,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",214,-0.9429841606,27.12787623,13.8924551,19.12542134
"Birmingham, England, United Kingdom",6/7/2022,12,12,11.8,98.38,0,0,,0,0,4,2.6,316,1013.9,63.8,6.8,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",153,0.3523063724,26.34363761,8.490995583,26.14467528
"Birmingham, England, United Kingdom",6/7/2022,12,12,11.8,98.74,0,0,,0,0,3.4,2,220,1013.2,36.5,6.3,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,F4718,EGBB,03647099999,03535099999,03534099999,03544099999",271,0.1646886297,22.60944554,11.54465839,21.34820602
"Birmingham, England, United Kingdom",6/7/2022,11,11,10.9,99.1,0,0,,0,0,0.8,0.1,356,1013.1,42,5.8,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",64,-0.7704420287,23.83469645,9.465450479,22.08904375
"Birmingham, England, United Kingdom",6/7/2022,10.5,10.5,10.3,98.89,0,0,,0,0,0.7,2.6,278,1012.9,62.1,4.2,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"03529099999,03414099999,F4718,EGBB,03535099999,03534099999,03544099999",150,0.5143273058,23.92170154,8.415197263,24.01304207
"Birmingham, England, United Kingdom",6/7/2022,10.1,10.1,10,99.13,0,0,,0,0,4.8,3.4,318,1012.4,78.1,3.2,5,0,0,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",205,-0.7108209871,20.13868995,7.831861622,15.75941448
"Birmingham, England, United Kingdom",6/7/2022,11,11,10.9,99.57,0,0,,0,0,2.6,3.5,355,1013,68.5,5.4,44,0.2,0,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",202,0.9927935661,20.44222547,5.405429608,23.869545
"Birmingham, England, United Kingdom",6/7/2022,12.1,12.1,11.6,96.96,0.15,100,rain,0,0,5.6,7.1,23,1012.4,42.1,6.6,46,0.2,0,10,"Rain, Partially cloudy",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",227,0.9986671377,23.08884099,10.20363879,30.10199395
"Birmingham, England, United Kingdom",6/7/2022,13.7,13.7,12,89.28,0,0,,0,0,5.6,5.7,40,1012.4,6.8,9.9,318,1.1,3,10,Clear,clear-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",106,-0.7936390492,20.48760438,11.7590061,13.17111194
"Birmingham, England, United Kingdom",6/7/2022,15.5,15.5,11.7,78.01,0,0,,0,0,7.1,4.8,260,1013,45.1,11.1,432,1.6,4,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",2,0.0764980223,27.15744824,8.762797699,26.08315556
"Birmingham, England, United Kingdom",6/7/2022,16.1,16.1,11.6,74.84,0,0,rain,0,0,11.6,6.8,144,1012.2,61.7,13.1,239,0.9,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",224,-0.6610185216,27.15092165,9.909662129,18.81496505
"Birmingham, England, United Kingdom",6/7/2022,17.1,17.1,11.8,70.87,0,0,,0,0,14.4,7.4,40,1012,89.2,13.4,791,2.8,8,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",151,0.9600930744,25.18998733,9.814324926,34.33791633
"Birmingham, England, United Kingdom",6/7/2022,18.3,18.3,10.6,60.78,0,0,,0,0,16.7,8.4,195,1011.8,65.5,14.8,851,3.1,9,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",199,-0.5230393629,26.22209999,7.756712172,18.1403909
"Birmingham, England, United Kingdom",6/7/2022,19,19,10.5,57.59,0,0,,0,0,14.3,8.4,311,1011.1,69.5,16.5,425,1.5,4,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",20,-0.7208777924,23.1359625,1.697291973,14.06639637
"Birmingham, England, United Kingdom",6/7/2022,19.9,19.9,10.2,53.52,0,0,,0,0,14.2,6.2,258,1010.9,57.5,17.5,833,3,8,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",94,0.4415543812,20.14251294,7.456243402,23.55302126
"Birmingham, England, United Kingdom",6/7/2022,20,20,10.9,55.9,0,0,,0,0,8.4,8.4,213,1010.7,91,17.4,503,1.8,5,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",57,0.1729941423,23.28113447,14.07287455,22.93806268
"Birmingham, England, United Kingdom",6/7/2022,19,19,11.8,63,0,0,rain,0,0,12.6,7.8,336,1010,76,10.6,237,0.9,2,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",70,-0.4453307317,22.80635596,1.947954568,17.53841247
"Birmingham, England, United Kingdom",6/7/2022,19.5,19.5,11.9,61.67,0,0,rain,0,0,9,6.8,173,1009.7,91,18.1,264,1,3,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",252,0.9751501391,26.29488974,7.226695606,34.00237847
"Birmingham, England, United Kingdom",6/7/2022,19.1,19.1,12.4,65.06,0,0,,0,0,11,9.7,127,1008.9,91.5,15.9,114,0.4,1,10,Overcast,cloudy,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",63,-0.9984408136,26.40789131,0.4354150835,13.71391823
"Birmingham, England, United Kingdom",6/7/2022,19,19,12.7,67.11,0,0,rain,0,0,13.2,10.6,279,1008.1,68.5,19,51,0.2,1,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",151,0.9600930744,22.70700988,9.279023588,34.86311302
"Birmingham, England, United Kingdom",6/7/2022,17.6,17.6,13.2,75.37,0,0,rain,0,0,15.1,8.9,160,1007.9,36.6,19.3,54,0.2,1,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",270,0.791068713,22.3227341,11.58390329,30.82872378
"Birmingham, England, United Kingdom",6/7/2022,17.1,17.1,13.7,80.56,0,0,rain,0,0,9.6,8.5,151,1007.1,64.3,18.6,5,0,0,10,Partially cloudy,partly-cloudy-day,"03529099999,03414099999,EGBB,03535099999,03534099999,AU757,03544099999",340,-0.9000071265,27.29998732,10.26613543,15.47457653
"Birmingham, England, United Kingdom",6/7/2022,17,17,13.8,81.46,0.17,100,rain,0,0,17.4,10.7,187,1007,92.1,18.6,1,0,0,10,"Rain, Overcast",rain,"03529099999,03414099999,EGBB,03535099999,03534099999,03544099999",5,-0.8287275724,21.61109869,9.149352631,7.575400375
"Birmingham, England, United Kingdom",6/7/2022,15.9,15.9,13.1,83.36,0,0,,0,0,29.2,11.2,174,1006.9,32.2,9.7,0,,0,10,Partially cloudy,partly-cloudy-night,"03414099999,EGBB,EGOS,EGNX",268,0.6704499692,23.20767294,7.161263142,34.83587036
"Birmingham, England, United Kingdom",6/8/2022,14.9,14.9,13,88.1,0,0,rain,0,0,29.9,11.4,177,1005.9,28.4,10,0,,0,10,Partially cloudy,partly-cloudy-night,"EGBB,EGOS,EGNX",185,0.9998962744,27.5807772,4.880708402,46.06469774
"Birmingham, England, United Kingdom",6/8/2022,15,15,13,88.04,0.1,100,rain,0,0,28.1,10.4,183.7,1004.9,100,9.8,0,,0,10,"Rain, Overcast",rain,"EGBB,EGOS,EGNX",336,0.9559653049,27.39098893,2.062552494,44.12876359
"Birmingham, England, United Kingdom",6/8/2022,14,14,13.9,99.47,0.1,100,rain,0,0,25.9,14.5,159,1003.9,88.4,8.1,0,,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX",185,0.9998962744,27.91831357,2.294382653,48.90440542
"Birmingham, England, United Kingdom",6/8/2022,14,14,13.9,99.47,0.9,100,rain,0,0,24.8,11.6,160,1003,89,8.2,0,,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX",258,-0.4377701925,22.54054039,6.553798689,13.57880564
"Birmingham, England, United Kingdom",6/8/2022,14,14,13.9,99.47,0.5,100,rain,0,0,25.9,13.1,180.3,1002,88.4,10,0,,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX",88,-0.9742080601,29.19029819,9.1736269,7.905978353
"Birmingham, England, United Kingdom",6/8/2022,14,14,13.9,99.47,0.1,100,rain,0,0,28.8,11.2,171,1002,88.4,8,0,,0,10,"Rain, Partially cloudy",rain,"EGBB,EGOS,EGNX",338,0.3657491839,27.53927581,7.503674641,33.07051287
"Birmingham, England, United Kingdom",6/8/2022,14.9,14.9,14.8,99.25,0,0,rain,0,0,28.1,9.9,227,1002,88.4,10,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",276,0.415528503,23.56615695,14.43950765,28.52893866
"Birmingham, England, United Kingdom",6/8/2022,14.9,14.9,13.8,93.52,0,0,rain,0,0,34.6,13.3,244.4,1002,53.5,10,121,0.4,1,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",207,-0.7556882917,25.39222413,0.2199473325,8.323088326
"Birmingham, England, United Kingdom",6/8/2022,15.8,15.8,13,83,0,0,rain,0,0,37.1,16.2,257,1002,51.8,10,176,0.6,2,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",171,-0.4982736626,29.98368433,9.337639472,15.10935475
"Birmingham, England, United Kingdom",6/8/2022,16.8,16.8,12,73.1,0,0,rain,0,0,42.5,18.5,259,1002.9,88,9.8,292,1.1,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",40,0.0393295832,23.26233299,12.62279562,22.47865468
"Birmingham, England, United Kingdom",6/8/2022,16.8,16.8,11.9,72.71,0,0,rain,0,0,43.9,17.1,251.1,1002.9,53.1,10,262,0.9,3,10,Partially cloudy,partly-cloudy-day,"EGBB,EGOS,EGNX,AU757",23,-0.09504569302,27.76459615,10.32163185,23.11474164
